report_id,date,house,coverage,report_type,report_title,title_source,analyst,source_file,source_path,pages,source_exists
2026-05-11_iM증권_삼성SDI,2026-05-11,iM증권,삼성SDI,기업,AIDC향 ESS의 중장기적인 성장성 확보,파일명,정원석,iM증권_삼성SDI_AIDC향 ESS의 중장기적인 성장성 확보_20260511.pdf,inbox/iM증권_삼성SDI_AIDC향 ESS의 중장기적인 성장성 확보_20260511.pdf,6,Y
2026-05-12_LS증권_LGES,2026-05-12,LS증권,LGES,기업,낮아지는 눈높이,파일명,정경희,LS증권_LG에너지솔루션_낮아지는 눈높이_20260512.pdf,inbox/LS증권_LG에너지솔루션_낮아지는 눈높이_20260512.pdf,4,Y
2026-05-12_LS증권_삼성SDI,2026-05-12,LS증권,삼성SDI,기업,상대적으로 양호한 포지션 대비 높은 가격,파일명,정경희,LS증권_삼성SDI_상대적으로 양호한 포지션 대비 높은 가격_20260512.pdf,inbox/LS증권_삼성SDI_상대적으로 양호한 포지션 대비 높은 가격_20260512.pdf,4,Y
2026-05-13_KB증권_SK온,2026-05-13,KB증권,SK온,기업,"호르무즈 영향으로, 9개 사업부 모두 대폭 증익!",파일명,전우제,"KB증권_SK이노베이션_호르무즈 영향으로, 9개 사업부 모두 대폭 증익!_20260513.pdf","inbox/KB증권_SK이노베이션_호르무즈 영향으로, 9개 사업부 모두 대폭 증익!_20260513.pdf",9,Y
2026-05-14_IBK투자증권_SK온,2026-05-14,IBK투자증권,SK온,기업,"올해 1분기 영업이익, 2조원 상회",파일명,이동욱,"IBK투자증권_SK이노베이션_올해 1분기 영업이익, 2조원 상회_20260514.pdf","inbox/IBK투자증권_SK이노베이션_올해 1분기 영업이익, 2조원 상회_20260514.pdf",4,Y
2026-05-14_iM증권_SK온,2026-05-14,iM증권,SK온,기업,국내 정유사들 중에서 차별화되는 포인트 2가지,파일명,전유진,iM증권_SK이노베이션_국내 정유사들 중에서 차별화되는 포인트 2가지_20260514.pdf,inbox/iM증권_SK이노베이션_국내 정유사들 중에서 차별화되는 포인트 2가지_20260514.pdf,8,Y
2026-05-14_메리츠증권_SK온,2026-05-14,메리츠증권,SK온,기업,1Q26 Review 예상치 상회,파일명,노우호,메리츠증권_SK이노베이션_1Q26 Review 예상치 상회_20260514.pdf,inbox/메리츠증권_SK이노베이션_1Q26 Review 예상치 상회_20260514.pdf,6,Y
2026-05-14_신한투자증권_SK온,2026-05-14,신한투자증권,SK온,기업,예견된 정유 호실적,파일명,"이진명, 김명주",신한투자증권_SK이노베이션_예견된 정유 호실적_20260514.pdf,inbox/신한투자증권_SK이노베이션_예견된 정유 호실적_20260514.pdf,7,Y
2026-05-14_유진투자증권_SK온,2026-05-14,유진투자증권,SK온,기업,풀가동으로 전략 전환,파일명,황성현,유진투자증권_SK이노베이션_풀가동으로 전략 전환_20260514.pdf,inbox/유진투자증권_SK이노베이션_풀가동으로 전략 전환_20260514.pdf,8,Y
2026-05-14_하나증권_SK온,2026-05-14,하나증권,SK온,기업,단기 실적 변동성 vs. 중장기 호황,파일명,윤재성,하나증권_SK이노베이션_단기 실적 변동성 vs. 중장기 호황_20260514.pdf,inbox/하나증권_SK이노베이션_단기 실적 변동성 vs. 중장기 호황_20260514.pdf,5,Y
2026-05-14_한화투자증권_SK온,2026-05-14,한화투자증권,SK온,기업,"에너지 안보 시대, 전통에너지 가치 재평가",파일명,이용욱,"한화투자증권_SK이노베이션_에너지 안보 시대, 전통에너지 가치 재평가_20260514.pdf","inbox/한화투자증권_SK이노베이션_에너지 안보 시대, 전통에너지 가치 재평가_20260514.pdf",6,Y
2026-05-17_유진투자증권_산업,2026-05-17,유진투자증권,산업,산업,2H26 OUTLOOK 화려한 배터리 테마주 장세 시작,파일명,한병화,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,inbox/유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,101,Y
2026-05-21_버핏연구소_삼성SDI,2026-05-21,버핏연구소,삼성SDI,기업,이차전지 최악 업황 지나고 ESS 쑥쑥,파일명,이승윤,버핏연구소_삼성SDI_이차전지 최악 업황 지나고 ESS 쑥쑥_20260521.pdf,inbox/버핏연구소_삼성SDI_이차전지 최악 업황 지나고 ESS 쑥쑥_20260521.pdf,9,Y
2026-05-22_유안타증권_SK온,2026-05-22,유안타증권,SK온,기업,국민 에너지 기업으로 재평가 되어야…,파일명,황규원,유안타증권_SK이노베이션_국민 에너지 기업으로 재평가 되어야…_20260522.pdf,inbox/유안타증권_SK이노베이션_국민 에너지 기업으로 재평가 되어야…_20260522.pdf,8,Y
2026-05-26_미래에셋증권_LGES,2026-05-26,미래에셋증권,LGES,기업,각형 전환 본격화. 46 원통형 선두 주자,파일명,"김철중, 정세훈",미래에셋증권_LG에너지솔루션_각형 전환 본격화. 46 원통형 선두 주자_20260526.pdf,inbox/미래에셋증권_LG에너지솔루션_각형 전환 본격화. 46 원통형 선두 주자_20260526.pdf,3,Y
2026-05-26_미래에셋증권_삼성SDI,2026-05-26,미래에셋증권,삼성SDI,기업,"자금력, 점유율 회복, 실적 회복의 3박자",파일명,"김철중, 정세훈","미래에셋증권_삼성SDI_자금력, 점유율 회복, 실적 회복의 3박자_20260526.pdf","inbox/미래에셋증권_삼성SDI_자금력, 점유율 회복, 실적 회복의 3박자_20260526.pdf",3,Y
2026-05-28_NH투자증권_LGES,2026-05-28,NH투자증권,LGES,기업,ESS 수주가 쏟아질 예정,파일명,주민우,NH투자증권_LG에너지솔루션_ESS 수주가 쏟아질 예정_20260528.pdf,inbox/NH투자증권_LG에너지솔루션_ESS 수주가 쏟아질 예정_20260528.pdf,2,Y
2026-05-28_키움증권_삼성SDI,2026-05-28,키움증권,삼성SDI,기업,실적은 최악의 구간을 지나가는 시점,파일명,권준수,키움증권_삼성SDI_실적은 최악의 구간을 지나가는 시점_20260528.pdf,inbox/키움증권_삼성SDI_실적은 최악의 구간을 지나가는 시점_20260528.pdf,4,Y
2026-06-02_LS증권_LGES,2026-06-02,LS증권,LGES,기업,"4월 EV향 data, DTE 수주 및 미국 ESS",파일명,정경희,"LS증권_LG에너지솔루션_4월 EV향 data, DTE 수주 및 미국 ESS_20260602.pdf","inbox/LS증권_LG에너지솔루션_4월 EV향 data, DTE 수주 및 미국 ESS_20260602.pdf",18,Y
2026-06-04_KB증권_LGES,2026-06-04,KB증권,LGES,기업,"투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작",파일명,"전우제, 송윤주","KB증권_LG에너지솔루션_투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작_20260604.pdf","inbox/KB증권_LG에너지솔루션_투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작_20260604.pdf",10,Y
2026-06-05_LS증권_삼성SDI,2026-06-05,LS증권,삼성SDI,기업,"4월 EV향 data, 역성장 지속 우려",파일명,정경희,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf","inbox/LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",14,Y
2026-06-08_하나증권_산업,2026-06-08,하나증권,산업,산업,배터리 투자자가 준비해야 하는 3가지,파일명,김현수,하나증권_전자장비와기기_배터리 투자자가 준비해야 하는 3가지_20260608.pdf,inbox/하나증권_전자장비와기기_배터리 투자자가 준비해야 하는 3가지_20260608.pdf,30,Y
2026-06-09_SK증권_삼성SDI,2026-06-09,SK증권,삼성SDI,기업,"저점은 지났다, 회복의 축은 ESS소형",파일명,박형우,"SK증권_삼성SDI_저점은 지났다, 회복의 축은 ESS소형_20260609.pdf","inbox/SK증권_삼성SDI_저점은 지났다, 회복의 축은 ESS소형_20260609.pdf",7,Y
2026-06-11_삼성증권_삼성SDI,2026-06-11,삼성증권,삼성SDI,기업,예상보다 빠른 3분기 흑자 전환 기대,파일명,장정훈,삼성증권_삼성SDI_예상보다 빠른 3분기 흑자 전환 기대_20260611.pdf,inbox/삼성증권_삼성SDI_예상보다 빠른 3분기 흑자 전환 기대_20260611.pdf,6,Y
2026-06-15_LS증권_SK온,2026-06-15,LS증권,SK온,기업,업데이트 노트,파일명,정경희,LS증권_SK이노베이션_업데이트 노트_20260615.pdf,inbox/LS증권_SK이노베이션_업데이트 노트_20260615.pdf,17,Y
2026-06-15_핀릿_삼성SDI,2026-06-15,핀릿,삼성SDI,기업,배터리주가 아니라 로봇 심장주로 봐야 하는 이유,파일명,김영진,핀릿_삼성SDI_배터리주가 아니라 로봇 심장주로 봐야 하는 이유_20260615.pdf,inbox/핀릿_삼성SDI_배터리주가 아니라 로봇 심장주로 봐야 하는 이유_20260615.pdf,3,Y
2026-06-16_iM증권_SK온,2026-06-16,iM증권,SK온,기업,미국 TerraPower 방문 후기  중장기 SMR 경쟁력에 대한 소고,파일명,전유진,iM증권_SK이노베이션_미국 TerraPower 방문 후기  중장기 SMR 경쟁력에 대한 소고_20260616.pdf,inbox/iM증권_SK이노베이션_미국 TerraPower 방문 후기  중장기 SMR 경쟁력에 대한 소고_20260616.pdf,8,Y
2026-06-17_삼성증권_LGES,2026-06-17,삼성증권,LGES,기업,2H26 Outlook - 대규모 ESS 수주 본격화,파일명,조현렬,삼성증권_LG에너지솔루션_2H26 Outlook - 대규모 ESS 수주 본격화_20260617.pdf,inbox/삼성증권_LG에너지솔루션_2H26 Outlook - 대규모 ESS 수주 본격화_20260617.pdf,7,Y
2026-06-18_KB증권_LGES,2026-06-18,KB증권,LGES,기업,1~5월 국내 EV 판매 +122% YoY 급등은 긍정적,파일명,전우제,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,inbox/KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,9,Y
2026-06-18_KB증권_SK온,2026-06-18,KB증권,SK온,기업,"국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상",파일명,전우제,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf","inbox/KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",12,Y
2026-06-18_다올투자증권_LGES,2026-06-18,다올투자증권,LGES,기업,2Q26 Preview 좋아지기 시작,파일명,유지웅,다올투자증권_LG에너지솔루션_2Q26 Preview 좋아지기 시작_20260618.pdf,inbox/다올투자증권_LG에너지솔루션_2Q26 Preview 좋아지기 시작_20260618.pdf,6,Y
2026-06-24_유안타증권_LGES,2026-06-24,유안타증권,LGES,기업,미국 ESS 현지화의 최대 수혜,파일명,이안나,유안타증권_LG에너지솔루션_미국 ESS 현지화의 최대 수혜_20260624.pdf,inbox/유안타증권_LG에너지솔루션_미국 ESS 현지화의 최대 수혜_20260624.pdf,3,Y
2026-06-24_유안타증권_삼성SDI,2026-06-24,유안타증권,삼성SDI,기업,ESS 전 라인업 중심으로 외형성장 지속,파일명,이안나,유안타증권_삼성SDI_ESS 전 라인업 중심으로 외형성장 지속_20260624.pdf,inbox/유안타증권_삼성SDI_ESS 전 라인업 중심으로 외형성장 지속_20260624.pdf,3,Y
2026-06-25_NH투자증권_LGES,2026-06-25,NH투자증권,LGES,기업,점진적인 개선세,파일명,주민우,NH투자증권_LG에너지솔루션_점진적인 개선세_20260625.pdf,inbox/NH투자증권_LG에너지솔루션_점진적인 개선세_20260625.pdf,9,Y
2026-06-25_NH투자증권_삼성SDI,2026-06-25,NH투자증권,삼성SDI,기업,릴레이 수주,파일명,주민우,NH투자증권_삼성SDI_릴레이 수주_20260625.pdf,inbox/NH투자증권_삼성SDI_릴레이 수주_20260625.pdf,8,Y
2026-06-26_미래에셋증권_삼성SDI,2026-06-26,미래에셋증권,삼성SDI,기업,"2Q26, 7개 분기만의 영업흑자 전환 예상",파일명,"김철중, 정세훈","미래에셋증권_삼성SDI_2Q26, 7개 분기만의 영업흑자 전환 예상_20260626.pdf","inbox/미래에셋증권_삼성SDI_2Q26, 7개 분기만의 영업흑자 전환 예상_20260626.pdf",5,Y
2026-06-29_LS증권_SK온,2026-06-29,LS증권,SK온,기업,"파우치 Only 부메랑, WACC보다 낮은 ROIC",파일명,정경희,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf","inbox/LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",16,Y
2026-06-30_iM증권_LGES,2026-06-30,iM증권,LGES,기업,ESS의 가파른 성장세 본격화,파일명,정원석,iM증권_LG에너지솔루션_ESS의 가파른 성장세 본격화_20260630.pdf,inbox/iM증권_LG에너지솔루션_ESS의 가파른 성장세 본격화_20260630.pdf,7,Y
2026-06-30_iM증권_삼성SDI,2026-06-30,iM증권,삼성SDI,기업,"밸류에이션 부담 완화, 비중 확대 시점",파일명,정원석,"iM증권_삼성SDI_밸류에이션 부담 완화, 비중 확대 시점_20260630.pdf","inbox/iM증권_삼성SDI_밸류에이션 부담 완화, 비중 확대 시점_20260630.pdf",6,Y
2026-07-02_메리츠증권_LGES,2026-07-02,메리츠증권,LGES,기업,중대형 전지 부진은 고민거리,파일명,노우호,메리츠증권_LG에너지솔루션_중대형 전지 부진은 고민거리_20260702.pdf,inbox/메리츠증권_LG에너지솔루션_중대형 전지 부진은 고민거리_20260702.pdf,6,Y
2026-07-03_BNK투자증권_SK온,2026-07-03,BNK투자증권,SK온,기업,윤활유 최대 실적으로 SK온 실적 및 현금흐름 개선,파일명,김현태,BNK투자증권_SK이노베이션_윤활유 최대 실적으로 SK온 실적 및 현금흐름 개선_20260703.pdf,inbox/BNK투자증권_SK이노베이션_윤활유 최대 실적으로 SK온 실적 및 현금흐름 개선_20260703.pdf,7,Y
2026-07-30_KB증권_LGES,2026-07-30,KB증권,LGES,기업,상반기 바닥 확인,파일명,"전우제, 송윤주",KB증권_LG에너지솔루션_상반기 바닥 확인_20260730.pdf,inbox/KB증권_LG에너지솔루션_상반기 바닥 확인_20260730.pdf,8,Y
2026-07-30_KB증권_SK온,2026-07-30,KB증권,SK온,기업,정유. 사. 3Q도 증익 가능성. 배터리 재평가도 필요하다,파일명,전우제,KB증권_SK이노베이션_정유. 사. 3Q도 증익 가능성. 배터리 재평가도 필요하다_20260731.pdf,inbox/KB증권_SK이노베이션_정유. 사. 3Q도 증익 가능성. 배터리 재평가도 필요하다_20260731.pdf,10,Y
2026-07-30_삼성증권_LGES,2026-07-30,삼성증권,LGES,기업,2Q26 review - ESS 성장통에도 이익 개선세 유효,파일명,조현렬,삼성증권_LG에너지솔루션_2Q26 review - ESS 성장통에도 이익 개선세 유효_20260730.pdf,inbox/삼성증권_LG에너지솔루션_2Q26 review - ESS 성장통에도 이익 개선세 유효_20260730.pdf,9,Y
2026-07-31_BNK투자증권_SK온,2026-07-31,BNK투자증권,SK온,기업,2026년 연간OP 약 10조원 예상,파일명,김현태,BNK투자증권_SK이노베이션_2026년 연간OP 약 10조원 예상_20260731.pdf,inbox/BNK투자증권_SK이노베이션_2026년 연간OP 약 10조원 예상_20260731.pdf,6,Y
2026-07-31_DB증권_LGES,2026-07-31,DB증권,LGES,기업,하반기 수주 모멘텀 집중으로 섹터 대장 확인,파일명,안회수,DB증권_LG에너지솔루션_하반기 수주 모멘텀 집중으로 섹터 대장 확인_20260731.pdf,inbox/DB증권_LG에너지솔루션_하반기 수주 모멘텀 집중으로 섹터 대장 확인_20260731.pdf,3,Y
2026-07-31_DB증권_SK온,2026-07-31,DB증권,SK온,기업,실적 추가 상향 대비,파일명,한승재,DB증권_SK이노베이션_실적 추가 상향 대비_20260731.pdf,inbox/DB증권_SK이노베이션_실적 추가 상향 대비_20260731.pdf,3,Y
2026-07-31_DB증권_삼성SDI,2026-07-31,DB증권,삼성SDI,기업,"하반기 흑자 지속, ESS 증설 가능성",파일명,안회수,"DB증권_삼성SDI_하반기 흑자 지속, ESS 증설 가능성_20260731.pdf","inbox/DB증권_삼성SDI_하반기 흑자 지속, ESS 증설 가능성_20260731.pdf",4,Y
2026-07-31_DS투자증권_LGES,2026-07-31,DS투자증권,LGES,기업,"지연된 물량, 채워지는 수주",파일명,최태용,"DS투자증권_LG에너지솔루션_지연된 물량, 채워지는 수주_20260731.pdf","inbox/DS투자증권_LG에너지솔루션_지연된 물량, 채워지는 수주_20260731.pdf",4,Y
2026-07-31_IBK투자증권_LGES,2026-07-31,IBK투자증권,LGES,기업,90 - 20 = 70,파일명,이현욱,IBK투자증권_LG에너지솔루션_90 - 20 = 70_20260731.pdf,inbox/IBK투자증권_LG에너지솔루션_90 - 20 = 70_20260731.pdf,6,Y
2026-07-31_IBK투자증권_SK온,2026-07-31,IBK투자증권,SK온,기업,윤활기유가 이끈 어닝 서프라이즈,파일명,이동욱,IBK투자증권_SK이노베이션_윤활기유가 이끈 어닝 서프라이즈_20260731.pdf,inbox/IBK투자증권_SK이노베이션_윤활기유가 이끈 어닝 서프라이즈_20260731.pdf,4,Y
2026-07-31_IBK투자증권_삼성SDI,2026-07-31,IBK투자증권,삼성SDI,기업,ESS가 좋은 날,파일명,이현욱,IBK투자증권_삼성SDI_ESS가 좋은 날_20260731.pdf,inbox/IBK투자증권_삼성SDI_ESS가 좋은 날_20260731.pdf,5,Y
2026-07-31_LS증권_SK온,2026-07-31,LS증권,SK온,기업,2Q26 Review,파일명,정경희,LS증권_SK이노베이션_2Q26 Review_20260731.pdf,inbox/LS증권_SK이노베이션_2Q26 Review_20260731.pdf,7,Y
2026-07-31_LS증권_삼성SDI,2026-07-31,LS증권,삼성SDI,기업,2Q26 Review,파일명,정경희,LS증권_삼성SDI_2Q26 Review_20260731.pdf,inbox/LS증권_삼성SDI_2Q26 Review_20260731.pdf,9,Y
2026-07-31_NH투자증권_LGES,2026-07-31,NH투자증권,LGES,기업,명확한 회복세,파일명,주민우,NH투자증권_LG에너지솔루션_명확한 회복세_20260731.pdf,inbox/NH투자증권_LG에너지솔루션_명확한 회복세_20260731.pdf,10,Y
2026-07-31_NH투자증권_삼성SDI,2026-07-31,NH투자증권,삼성SDI,기업,7분기만에 흑자전환 성공,파일명,주민우,NH투자증권_삼성SDI_7분기만에 흑자전환 성공_20260731.pdf,inbox/NH투자증권_삼성SDI_7분기만에 흑자전환 성공_20260731.pdf,9,Y
2026-07-31_iM증권_LGES,2026-07-31,iM증권,LGES,기업,하반기에도 ESS 중심 실적 개선세 지속,파일명,"정원석, 박정하",iM증권_LG에너지솔루션_하반기에도 ESS 중심 실적 개선세 지속_20260731.pdf,inbox/iM증권_LG에너지솔루션_하반기에도 ESS 중심 실적 개선세 지속_20260731.pdf,6,Y
2026-07-31_iM증권_SK온,2026-07-31,iM증권,SK온,기업,두 번의 전쟁으로 완전히 꼬여 버린 에너지 수급,파일명,전유진,iM증권_SK이노베이션_두 번의 전쟁으로 완전히 꼬여 버린 에너지 수급_20260731.pdf,inbox/iM증권_SK이노베이션_두 번의 전쟁으로 완전히 꼬여 버린 에너지 수급_20260731.pdf,8,Y
2026-07-31_iM증권_삼성SDI,2026-07-31,iM증권,삼성SDI,기업,ESS로의 사업 전환 가속화 전망,파일명,"정원석, 박정하",iM증권_삼성SDI_ESS로의 사업 전환 가속화 전망_20260731.pdf,inbox/iM증권_삼성SDI_ESS로의 사업 전환 가속화 전망_20260731.pdf,6,Y
2026-07-31_다올투자증권_LGES,2026-07-31,다올투자증권,LGES,기업,2Q26 review 출발 준비,파일명,유지웅,다올투자증권_LG에너지솔루션_2Q26 review 출발 준비_20260731.pdf,inbox/다올투자증권_LG에너지솔루션_2Q26 review 출발 준비_20260731.pdf,7,Y
2026-07-31_대신증권_삼성SDI,2026-07-31,대신증권,삼성SDI,기업,예상보다 빨라진 흑전,파일명,김귀연,대신증권_삼성SDI_예상보다 빨라진 흑전_20260731.pdf,inbox/대신증권_삼성SDI_예상보다 빨라진 흑전_20260731.pdf,5,Y
2026-07-31_메리츠증권_LGES,2026-07-31,메리츠증권,LGES,기업,경쟁력 확보 준비 과정,파일명,노우호,메리츠증권_LG에너지솔루션_경쟁력 확보 준비 과정_20260731.pdf,inbox/메리츠증권_LG에너지솔루션_경쟁력 확보 준비 과정_20260731.pdf,6,Y
2026-07-31_메리츠증권_SK온,2026-07-31,메리츠증권,SK온,기업,투자의견 Buy 상향,파일명,노우호,메리츠증권_SK이노베이션_투자의견 Buy 상향_20260731.pdf,inbox/메리츠증권_SK이노베이션_투자의견 Buy 상향_20260731.pdf,8,Y
2026-07-31_미래에셋증권_LGES,2026-07-31,미래에셋증권,LGES,기업,EV도 회복 국면 진입,파일명,김철중,미래에셋증권_LG에너지솔루션_EV도 회복 국면 진입_20260731.pdf,inbox/미래에셋증권_LG에너지솔루션_EV도 회복 국면 진입_20260731.pdf,5,Y
2026-07-31_미래에셋증권_삼성SDI,2026-07-31,미래에셋증권,삼성SDI,기업,바뀐 것이 하나도 없음,파일명,김철중,미래에셋증권_삼성SDI_바뀐 것이 하나도 없음_20260731.pdf,inbox/미래에셋증권_삼성SDI_바뀐 것이 하나도 없음_20260731.pdf,5,Y
2026-07-31_삼성증권_삼성SDI,2026-07-31,삼성증권,삼성SDI,기업,관세 환입 영향 2분기 조기 흑자 전환,파일명,장정훈,삼성증권_삼성SDI_관세 환입 영향 2분기 조기 흑자 전환_20260731.pdf,inbox/삼성증권_삼성SDI_관세 환입 영향 2분기 조기 흑자 전환_20260731.pdf,6,Y
2026-07-31_신영증권_LGES,2026-07-31,신영증권,LGES,기업,단기 눈높이는 낮춰도 방향성은 불변,파일명,박진수,신영증권_LG에너지솔루션_단기 눈높이는 낮춰도 방향성은 불변_20260731.pdf,inbox/신영증권_LG에너지솔루션_단기 눈높이는 낮춰도 방향성은 불변_20260731.pdf,5,Y
2026-07-31_신영증권_SK온,2026-07-31,신영증권,SK온,기업,모두 다 좋아지고 있다,파일명,신홍주,신영증권_SK이노베이션_모두 다 좋아지고 있다_20260731.pdf,inbox/신영증권_SK이노베이션_모두 다 좋아지고 있다_20260731.pdf,5,Y
2026-07-31_신영증권_삼성SDI,2026-07-31,신영증권,삼성SDI,기업,더 큰 서프라이즈,파일명,박진수,신영증권_삼성SDI_더 큰 서프라이즈_20260731.pdf,inbox/신영증권_삼성SDI_더 큰 서프라이즈_20260731.pdf,6,Y
2026-07-31_신한투자증권_LGES,2026-07-31,신한투자증권,LGES,기업,늦어진 만큼 선명해진 회복,파일명,"이진명, 김명주",신한투자증권_LG에너지솔루션_늦어진 만큼 선명해진 회복_20260731.pdf,inbox/신한투자증권_LG에너지솔루션_늦어진 만큼 선명해진 회복_20260731.pdf,7,Y
2026-07-31_신한투자증권_SK온,2026-07-31,신한투자증권,SK온,기업,높아진 이익 체력,파일명,"이진명, 김명주",신한투자증권_SK이노베이션_높아진 이익 체력_20260731.pdf,inbox/신한투자증권_SK이노베이션_높아진 이익 체력_20260731.pdf,7,Y
2026-07-31_신한투자증권_삼성SDI,2026-07-31,신한투자증권,삼성SDI,기업,"흑자전환, 다음은 본업",파일명,"이진명, 김명주","신한투자증권_삼성SDI_흑자전환, 다음은 본업_20260731.pdf","inbox/신한투자증권_삼성SDI_흑자전환, 다음은 본업_20260731.pdf",7,Y
2026-07-31_유진투자증권_LGES,2026-07-31,유진투자증권,LGES,기업,ESS가 이끄는 외형 성장,파일명,황성현,유진투자증권_LG에너지솔루션_ESS가 이끄는 외형 성장_20260731.pdf,inbox/유진투자증권_LG에너지솔루션_ESS가 이끄는 외형 성장_20260731.pdf,12,Y
2026-07-31_유진투자증권_SK온,2026-07-31,유진투자증권,SK온,기업,전쟁 수혜 + 배터리 보상금 반영,파일명,황성현,유진투자증권_SK이노베이션_전쟁 수혜 + 배터리 보상금 반영_20260731.pdf,inbox/유진투자증권_SK이노베이션_전쟁 수혜 + 배터리 보상금 반영_20260731.pdf,7,Y
2026-07-31_키움증권_LGES,2026-07-31,키움증권,LGES,기업,"중장기 성장성 확인, 다만 단기 ESS 수익성 우려",파일명,권준수,"키움증권_LG에너지솔루션_중장기 성장성 확인, 다만 단기 ESS 수익성 우려_20260731.pdf","inbox/키움증권_LG에너지솔루션_중장기 성장성 확인, 다만 단기 ESS 수익성 우려_20260731.pdf",8,Y
2026-07-31_키움증권_삼성SDI,2026-07-31,키움증권,삼성SDI,기업,"분기 흑자전환 달성, 실적 개선 속도는 점검 필요",파일명,권준수,"키움증권_삼성SDI_분기 흑자전환 달성, 실적 개선 속도는 점검 필요_20260731.pdf","inbox/키움증권_삼성SDI_분기 흑자전환 달성, 실적 개선 속도는 점검 필요_20260731.pdf",8,Y
2026-07-31_하나증권_LGES,2026-07-31,하나증권,LGES,기업,하반기 강한 증익 모멘텀,파일명,"김현수, 홍지원",하나증권_LG에너지솔루션_하반기 강한 증익 모멘텀_20260731.pdf,inbox/하나증권_LG에너지솔루션_하반기 강한 증익 모멘텀_20260731.pdf,4,Y
2026-07-31_하나증권_SK온,2026-07-31,하나증권,SK온,기업,컨센 124% 상회. 연간 추정치 상향,파일명,"윤재성, 김형준",하나증권_SK이노베이션_컨센 124% 상회. 연간 추정치 상향_20260731.pdf,inbox/하나증권_SK이노베이션_컨센 124% 상회. 연간 추정치 상향_20260731.pdf,5,Y
2026-07-31_하나증권_삼성SDI,2026-07-31,하나증권,삼성SDI,기업,"Strong Buy, 하반기에도 흑자 지속 전망",파일명,"김현수, 홍지원","하나증권_삼성SDI_Strong Buy, 하반기에도 흑자 지속 전망_20260731.pdf","inbox/하나증권_삼성SDI_Strong Buy, 하반기에도 흑자 지속 전망_20260731.pdf",4,Y
